Ntot,Ndet/Ntot,err,Nabs/Ntot,Nesc/Ntot,NhPMT/Ntot,cost,fDet_total,cost_per_eff_area,L,W,T,useWedge,wedgeLen,wedgeTipW,nScint,absLen,Rwrap,wrap,rPMT
50000.000000,0.076500,0.001189,0.507200,0.068120,0.424680,2938.000000,38.250000,76.810458,50.000000,10.000000,2.000000,0.000000,0.000000,0.000000,1.580000,300.000000,0.950000,1,1.270000
Ntot,Ndet/Ntot,err,Nabs/Ntot,Nesc/Ntot,NhPMT/Ntot,cost,fDet_total,cost_per_eff_area,L,W,T,useWedge,wedgeLen,wedgeTipW,nScint,absLen,Rwrap,wrap,rPMT
50000.000000,0.055900,0.001027,0.593780,0.092120,0.314100,2938.000000,27.950000,105.116279,50.000000,10.000000,2.000000,1.000000,20.000000,5.000000,1.580000,300.000000,0.950000,1,1.270000
Ntot,Ndet/Ntot,err,Nabs/Ntot,Nesc/Ntot,NhPMT/Ntot,cost,fDet_total,cost_per_eff_area,L,W,T,useWedge,wedgeLen,wedgeTipW,nScint,absLen,Rwrap,wrap,rPMT
50000.000000,0.072360,0.001159,0.514880,0.085520,0.399600,2938.000000,36.180000,81.205086,50.000000,10.000000,2.000000,1.000000,5.000000,5.000000,1.580000,300.000000,0.950000,1,1.270000
Ntot,Ndet/Ntot,err,Nabs/Ntot,Nesc/Ntot,NhPMT/Ntot,cost,fDet_total,cost_per_eff_area,L,W,T,useWedge,wedgeLen,wedgeTipW,nScint,absLen,Rwrap,wrap,rPMT
110000.000000,0.030245,0.000516,0.466327,0.364736,0.168936,2978.000000,33.270000,89.510069,110.000000,10.000000,1.000000,1.000000,5.000000,5.000000,1.580000,300.000000,0.950000,2,1.270000
Ntot,Ndet/Ntot,err,Nabs/Ntot,Nesc/Ntot,NhPMT/Ntot,cost,fDet_total,cost_per_eff_area,L,W,T,useWedge,wedgeLen,wedgeTipW,nScint,absLen,Rwrap,wrap,rPMT
70000.000000,0.063814,0.000924,0.581300,0.065329,0.353371,3098.000000,44.670000,69.353033,70.000000,10.000000,2.000000,0.000000,0.000000,0.000000,1.580000,300.000000,0.950000,1,1.270000
Ntot,Ndet/Ntot,err,Nabs/Ntot,Nesc/Ntot,NhPMT/Ntot,cost,fDet_total,cost_per_eff_area,L,W,T,useWedge,wedgeLen,wedgeTipW,nScint,absLen,Rwrap,wrap,rPMT
330000.000000,0.011061,0.000182,0.649976,0.290139,0.059885,5178.000000,36.500000,141.863014,110.000000,30.000000,2.000000,1.000000,15.000000,5.000000,1.580000,300.000000,0.950000,2,1.270000
Ntot,Ndet/Ntot,err,Nabs/Ntot,Nesc/Ntot,NhPMT/Ntot,cost,fDet_total,cost_per_eff_area,L,W,T,useWedge,wedgeLen,wedgeTipW,nScint,absLen,Rwrap,wrap,rPMT
130000.000000,0.032546,0.000492,0.478700,0.342023,0.179277,3058.000000,42.310000,72.276058,130.000000,10.000000,1.000000,0.000000,0.000000,0.000000,1.580000,300.000000,0.950000,2,1.270000
Ntot,Ndet/Ntot,err,Nabs/Ntot,Nesc/Ntot,NhPMT/Ntot,cost,fDet_total,cost_per_eff_area,L,W,T,useWedge,wedgeLen,wedgeTipW,nScint,absLen,Rwrap,wrap,rPMT
70000.000000,0.051514,0.000835,0.630886,0.089429,0.279686,3098.000000,36.060000,85.912368,70.000000,10.000000,2.000000,1.000000,20.000000,5.000000,1.580000,300.000000,0.950000,1,1.270000
Ntot,Ndet/Ntot,err,Nabs/Ntot,Nesc/Ntot,NhPMT/Ntot,cost,fDet_total,cost_per_eff_area,L,W,T,useWedge,wedgeLen,wedgeTipW,nScint,absLen,Rwrap,wrap,rPMT
70000.000000,0.063186,0.000920,0.573571,0.081243,0.345186,3098.000000,44.230000,70.042957,70.000000,10.000000,2.000000,1.000000,5.000000,5.000000,1.580000,300.000000,0.950000,1,1.270000
Ntot,Ndet/Ntot,err,Nabs/Ntot,Nesc/Ntot,NhPMT/Ntot,cost,fDet_total,cost_per_eff_area,L,W,T,useWedge,wedgeLen,wedgeTipW,nScint,absLen,Rwrap,wrap,rPMT
130000.000000,0.022838,0.000414,0.495077,0.382377,0.122546,3058.000000,29.690000,102.997642,130.000000,10.000000,1.000000,1.000000,20.000000,5.000000,1.580000,300.000000,0.950000,2,1.270000
Ntot,Ndet/Ntot,err,Nabs/Ntot,Nesc/Ntot,NhPMT/Ntot,cost,fDet_total,cost_per_eff_area,L,W,T,useWedge,wedgeLen,wedgeTipW,nScint,absLen,Rwrap,wrap,rPMT
90000.000000,0.054189,0.000755,0.629678,0.065356,0.304967,3258.000000,48.770000,66.803363,90.000000,10.000000,2.000000,0.000000,0.000000,0.000000,1.580000,300.000000,0.950000,1,1.270000
